var,mean,median,min,max,pct_positive,pct_negative,n
temp_2m_c,0.0,0.0,0.0,0.0,0.0,0.0,15672
wind_speed_10m_m_s,0.0,0.0,0.0,0.0,0.0,0.0,15672
ghi_w_m2,0.07290729112663855,0.07558748904903523,0.04580011439926431,0.09277157796921136,1.0,0.0,15672
