reference_run_id,compare_run_id,target_col,metric,n,reference_mean_error,compare_mean_error,mean_diff,median_diff,win_rate,tie_rate,ci95_low,ci95_high,permutation_pvalue
2026-03-01_151000_kan_nobase_nogrid_gpu,2026-03-01_155600_baseline_mlp_match_kan151000,delta_net_load_h6,absolute_error,15672,907.6839594490247,1018.8127469162781,111.12878746725345,82.40979385375977,0.5673813169984686,0.0,100.41993198276982,122.29069269656782,0.0004997501249375312
2026-03-01_151000_kan_nobase_nogrid_gpu,2026-03-01_160200_sym_strict_r2_0_995__kan151000,delta_net_load_h6,absolute_error,15672,907.6839594490247,1811.3215870432075,903.6376275941827,704.6626254593571,0.7311128126595202,0.0,882.044691712099,926.2028715482566,0.0004997501249375312
2026-03-01_151000_kan_nobase_nogrid_gpu,2026-03-01_155600_baseline_mlp_match_kan151000,delta_net_load_h6,squared_error,15672,2001780.6378084829,2177219.844723579,175439.20691509594,59119.90280232363,0.5673813169984686,0.0,118532.21076180316,230173.0262154377,0.0004997501249375312
2026-03-01_151000_kan_nobase_nogrid_gpu,2026-03-01_160200_sym_strict_r2_0_995__kan151000,delta_net_load_h6,squared_error,15672,2001780.6378084829,5706650.026079386,3704869.3882709024,1207043.2091728593,0.7311128126595202,0.0,3574278.933323145,3839027.5465186625,0.0004997501249375312
