run_id,kind,target_col,horizon_steps,abs_test_rmse,abs_test_r2,abs_test_rmse_persist,abs_test_skill,delta_test_rmse,delta_test_r2,delta_val_rmse,delta_val_r2,wind_speed_edges
2026-03-03_182435_d7339689,exp_longh_wind_delta_h6,delta_wind_h6,6,821.6639491279457,0.9948776216905987,942.1434819491511,0.1278781153078209,821.527113933964,0.2395767263233628,775.5991331063626,0.27870580645219145,11
2026-03-03_183052_4888ee22,exp_longh_wind_delta_h72,delta_wind_h72,72,3423.070262639429,0.9114835185286121,8312.030180741987,0.5881787976936985,3424.6116729152463,0.8294837667769877,7725.299844215302,-0.004349633420775545,0
2026-03-03_183731_c56e2dad,exp_longh_wind_delta_h144,delta_wind_h144,144,8135.065195571144,0.5023245124205856,12599.810058005225,0.35435017209623954,8125.281731064955,0.5804358488628771,7671.24964451684,0.5051486017369362,9
2026-03-03_185031_6242fd21,exp_longh_wind_delta_h576,delta_wind_h576,576,12218.168910984105,-0.09853500327723652,15320.937911773064,0.2025182151808539,12237.572633796435,0.3515033427780958,12246.339598835239,-0.2783771350102531,0
